ruche;chemin;nom_fichier;annee;mois;jour;date;taille_Mo;heure;nb_videos;premiere_heure;derniere_heure;heures_presentes;taille_totale_mo;taille_moyenne_video_mo;jour_suspect_taille;commentaires;Catégorie;Exploitabilité;Nbr LED;nom_lot;taille_lot;hyperparametre;hyperparametre_file;categorie_traitement;passage;statut;nb_phases_WPM;temps_s;chemin_serveur;output_path;temps_passage_1_s;temps_passage_2_s;a_ete_relancee;temps_total_video_s;fichier_source_csv;statut_passage_1;nb_phases_passage_1;statut_passage_2;nb_phases_passage_2;duree_passage_1_lot_s;duree_passage_2_lot_s;duree_calcul_lot_s;n_workers_passage_1;n_workers_passage_2;datetime_video;temperature_moy_30min;pression_moy_30min;humidite_moy_30min;vent_moyen_IC_30min;rafales_IC_moy_30min;rafales_IC_max_30min;direction_IC_30min;vent_moyen_MR_30min;rafales_MR_moy_30min;rafales_MR_max_30min;direction_MR_30min;n_obs_IC_30min;n_obs_MR_30min;lightning_activity_1h;lightning_distance_min_1h;n_obs_lightning_1h;pluie_1h_precedente;heure_pluie;delai_pluie_min
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_10-0-7_csi0.mp4;Record_2023-6-29_10-0-7_csi0.mp4;2023;6;29;2023-06-29;221.769981;10:0:7;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;1;544.0;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_10-0-7_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_10-0-7_csi0;544.0;0.0;False;544.0;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 10:00:07;25.100000000000005;1024.4333333333334;70.75;13.533333333333333;24.899999999999995;24.9;320.66762222421085;1.71;4.536;4.572;0.4999999999999867;3;2;0.0;;4;0.0;2023-06-29 10:00:00;0.11666666666666667
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_11-0-10_csi0.mp4;Record_2023-6-29_11-0-10_csi0.mp4;2023;6;29;2023-06-29;220.957134;11:0:10;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;3;510.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_11-0-10_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_11-0-10_csi0;510.4;0.0;False;510.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 11:00:10;25.2;1024.5;64.75;15.966666666666669;25.600000000000005;25.6;314.9938848381901;1.836;6.5520000000000005;7.920000000000001;247.0;3;2;0.0;;4;0.0;2023-06-29 11:00:00;0.16666666666666666
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_12-0-13_csi0.mp4;Record_2023-6-29_12-0-13_csi0.mp4;2023;6;29;2023-06-29;218.175336;12:0:13;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;7;896.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_12-0-13_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_12-0-13_csi0;896.3;0.0;False;896.3;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 12:00:13;25.73333333333333;1024.4666666666667;58.25;17.766666666666666;30.899999999999995;30.9;296.0;2.0340000000000003;4.914000000000001;4.932;236.0;3;2;0.0;;4;0.0;2023-06-29 12:00:00;0.21666666666666667
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_13-0-17_csi0.mp4;Record_2023-6-29_13-0-17_csi0.mp4;2023;6;29;2023-06-29;220.612934;13:0:17;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;8;819.6;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_13-0-17_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_13-0-17_csi0;819.6;0.0;False;819.6;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 13:00:17;26.333333333333332;1024.3;58.75;19.733333333333334;29.899999999999995;30.9;305.0;1.818;5.922000000000001;7.308;289.0;3;2;0.0;;4;0.0;2023-06-29 13:00:00;0.2833333333333333
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_14-0-20_csi0.mp4;Record_2023-6-29_14-0-20_csi0.mp4;2023;6;29;2023-06-29;223.62911;14:0:20;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;6;865.5;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_14-0-20_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_14-0-20_csi0;865.5;0.0;False;865.5;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 14:00:20;24.400000000000002;1024.3;65.0;25.766666666666666;34.9;34.9;298.9996952201137;2.1420000000000003;6.03;6.372;253.0;3;2;0.0;;4;0.0;2023-06-29 14:00:00;0.3333333333333333
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_15-0-23_csi0.mp4;Record_2023-6-29_15-0-23_csi0.mp4;2023;6;29;2023-06-29;219.266865;15:0:23;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;668.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_15-0-23_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_15-0-23_csi0;668.4;0.0;False;668.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 15:00:23;25.333333333333332;1024.1333333333334;61.75;22.566666666666666;33.43333333333334;33.5;314.6667720173256;2.0520000000000005;5.238;5.94;250.0;3;2;0.0;;4;0.0;2023-06-29 15:00:00;0.38333333333333336
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_17-22-2_csi0.mp4;Record_2023-6-29_17-22-2_csi0.mp4;2023;6;29;2023-06-29;220.445257;17:22:2;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;4;548.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_17-22-2_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_17-22-2_csi0;548.2;0.0;False;548.2;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 17:22:02;23.433333333333334;1023.9666666666666;65.0;22.03333333333333;36.5;37.7;302.6663655959727;2.124;5.4;5.796;264.0;3;2;0.0;;4;0.0;2023-06-29 17:00:00;22.033333333333335
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_18-12-6_csi0.mp4;Record_2023-6-29_18-12-6_csi0.mp4;2023;6;29;2023-06-29;212.313472;18:12:6;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;2;767.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_18-12-6_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_18-12-6_csi0;767.7;0.0;False;767.7;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 18:12:06;22.400000000000002;1024.1;65.75;25.166666666666668;36.8;36.8;304.0;2.3760000000000003;6.084;6.66;256.0;3;2;0.0;;4;0.0;2023-06-29 18:00:00;12.1
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_19-12-9_csi0.mp4;Record_2023-6-29_19-12-9_csi0.mp4;2023;6;29;2023-06-29;216.852676;19:12:9;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;756.6;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_19-12-9_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_19-12-9_csi0;756.6;0.0;False;756.6;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 19:12:09;21.1;1024.3666666666666;67.5;23.166666666666668;38.8;38.8;310.0;2.052;5.652;6.984;249.5;3;2;0.0;;4;0.0;2023-06-29 19:00:00;12.15
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_20-12-12_csi0.mp4;Record_2023-6-29_20-12-12_csi0.mp4;2023;6;29;2023-06-29;211.875797;20:12:12;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;570.5;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_20-12-12_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_20-12-12_csi0;570.5;0.0;False;570.5;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 20:12:12;19.5;1024.5666666666666;72.5;22.0;36.1;36.1;307.66670428043915;1.9620000000000002;4.752000000000001;4.788;266.0;3;2;0.0;;4;0.0;2023-06-29 20:00:00;12.2
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_21-12-15_csi0.mp4;Record_2023-6-29_21-12-15_csi0.mp4;2023;6;29;2023-06-29;216.56812;21:12:15;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;592.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_21-12-15_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_21-12-15_csi0;592.2;0.0;False;592.2;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 21:12:15;18.96666666666667;1025.2666666666667;76.0;17.966666666666665;28.76666666666667;30.0;313.66670428043915;1.8900000000000001;6.156;7.02;239.0;3;2;0.0;;4;0.0;2023-06-29 21:00:00;12.25
nap-mag12552202;F:\nap-mag12552202\2023-6-29\Record_2023-6-29_9-0-3_csi0.mp4;Record_2023-6-29_9-0-3_csi0.mp4;2023;6;29;2023-06-29;226.612133;9:0:3;64;09:00:03;21:12:15;9,10,11,12,13,14,15,17,18,19,20,21;13293.13;207.71;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_2;reussite_sans_phase;0;293.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-29_9-0-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-29_9-0-3_csi0;163.8;293.2;True;457.0;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-29 09:00:03;23.7;1024.5333333333333;79.5;13.699999999999998;20.233333333333334;21.3;331.33336342205956;1.044;2.826;2.952;299.0;3;2;0.0;;4;0.0;2023-06-29 09:00:00;0.05
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_10-0-7_csi0.mp4;Record_2023-6-30_10-0-7_csi0.mp4;2023;6;30;2023-06-30;222.819192;10:0:7;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;2;799.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_10-0-7_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_10-0-7_csi0;799.7;0.0;False;799.7;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 10:00:07;20.3;1028.4;68.25;21.53333333333333;36.1;43.0;304.0;1.944;6.174;7.956;256.0;3;2;0.0;;4;0.0;2023-06-30 10:00:00;0.11666666666666667
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_11-0-10_csi0.mp4;Record_2023-6-30_11-0-10_csi0.mp4;2023;6;30;2023-06-30;220.738079;11:0:10;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;543.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_11-0-10_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_11-0-10_csi0;543.4;0.0;False;543.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 11:00:10;20.76666666666667;1028.3666666666666;59.75;21.766666666666666;40.699999999999996;43.0;298.6590352021876;2.3400000000000003;6.048;6.66;294.5;3;2;0.0;;4;0.0;2023-06-30 11:00:00;0.16666666666666666
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_12-0-12_csi0.mp4;Record_2023-6-30_12-0-12_csi0.mp4;2023;6;30;2023-06-30;222.124648;12:0:12;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;708.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_12-0-12_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_12-0-12_csi0;708.2;0.0;False;708.2;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 12:00:12;20.333333333333332;1028.3;57.25;21.933333333333334;36.5;36.5;282.9630564933679;2.7720000000000002;7.506;9.576;265.0;3;2;0.0;;4;0.0;2023-06-30 12:00:00;0.2
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_13-0-15_csi0.mp4;Record_2023-6-30_13-0-15_csi0.mp4;2023;6;30;2023-06-30;222.822171;13:0:15;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;2;968.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_13-0-15_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_13-0-15_csi0;968.4;0.0;False;968.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 13:00:15;20.166666666666668;1028.1333333333334;59.75;21.566666666666663;34.699999999999996;35.3;271.6593983425343;2.7;7.0920000000000005;7.704000000000001;266.0;3;2;0.0;;4;0.0;2023-06-30 13:00:00;0.25
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_14-0-18_csi0.mp4;Record_2023-6-30_14-0-18_csi0.mp4;2023;6;30;2023-06-30;223.423713;14:0:18;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;1;989.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_14-0-18_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_14-0-18_csi0;989.7;0.0;False;989.7;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 14:00:18;20.133333333333333;1027.7333333333333;62.5;20.833333333333332;35.266666666666666;35.3;275.0001015623428;2.5200000000000005;6.497999999999999;6.912;246.5;3;2;0.0;;4;0.0;2023-06-30 14:00:00;0.3
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_15-0-21_csi0.mp4;Record_2023-6-30_15-0-21_csi0.mp4;2023;6;30;2023-06-30;223.660551;15:0:21;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;994.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_15-0-21_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_15-0-21_csi0;994.4;0.0;False;994.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 15:00:21;19.333333333333332;1027.5666666666666;62.5;21.866666666666664;38.733333333333334;40.3;280.6689084421498;3.096;9.414;12.168;255.0;3;2;0.0;;4;0.0;2023-06-30 15:00:00;0.35
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_16-0-24_csi0.mp4;Record_2023-6-30_16-0-24_csi0.mp4;2023;6;30;2023-06-30;221.88698;16:0:24;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;7;714.8;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_16-0-24_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_16-0-24_csi0;714.8;0.0;False;714.8;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 16:00:24;17.4;1027.2;73.75;13.766666666666666;32.333333333333336;40.3;265.99643554570355;3.024;5.976000000000001;6.6240000000000006;250.99999999999997;3;2;0.0;;4;0.0;2023-06-30 16:00:00;0.4
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_17-0-27_csi0.mp4;Record_2023-6-30_17-0-27_csi0.mp4;2023;6;30;2023-06-30;219.177474;17:0:27;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;1;625.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_17-0-27_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_17-0-27_csi0;625.4;0.0;False;625.4;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 17:00:27;17.933333333333334;1026.5666666666668;77.25;16.166666666666668;30.399999999999995;30.4;258.3332957195608;3.2220000000000004;6.66;7.416;253.5;3;2;0.0;;4;0.0;2023-06-30 17:00:00;0.45
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_18-0-30_csi0.mp4;Record_2023-6-30_18-0-30_csi0.mp4;2023;6;30;2023-06-30;222.465762;18:0:30;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;671.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_18-0-30_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_18-0-30_csi0;671.3;0.0;False;671.3;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 18:00:30;17.599999999999998;1026.1333333333334;79.0;13.6;27.766666666666666;27.8;259.004893250991;3.042;6.228;7.128;241.0;3;2;0.0;;4;0.0;2023-06-30 18:00:00;0.5
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_19-0-33_csi0.mp4;Record_2023-6-30_19-0-33_csi0.mp4;2023;6;30;2023-06-30;219.888558;19:0:33;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite_sans_phase;0;619.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_19-0-33_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_19-0-33_csi0;619.3;0.0;False;619.3;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 19:00:33;17.433333333333334;1025.8;88.5;10.233333333333334;20.3;22.7;258.004893250991;3.402;8.748;10.44;213.5;3;2;0.0;;4;0.0;2023-06-30 19:00:00;0.55
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_20-0-36_csi0.mp4;Record_2023-6-30_20-0-36_csi0.mp4;2023;6;30;2023-06-30;219.695186;20:0:36;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;2;547.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_20-0-36_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_20-0-36_csi0;547.7;0.0;False;547.7;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 20:00:36;17.366666666666664;1025.5666666666666;89.5;16.833333333333332;28.5;28.5;269.33329571956085;2.952;6.6419999999999995;7.236;210.5;3;2;0.0;;4;0.0;2023-06-30 20:00:00;0.6
nap-mag12552202;F:\nap-mag12552202\2023-6-30\Record_2023-6-30_9-0-3_csi0.mp4;Record_2023-6-30_9-0-3_csi0.mp4;2023;6;30;2023-06-30;227.067694;9:0:3;72;09:00:03;20:50:39;9,10,11,12,13,14,15,16,17,18,19,20;15118.86;209.98;NON;ok - LED apparente n°5;OK;Exploitable;5.0;2202_LED5_LOT_016_50_2023-06-28_2023-07-02;50;best_hyperparameters_2202_LED5_MIX2;best_hyperparameters_2202_LED5_MIX2.json;2202_LED5;passage_1;reussite;1;584.6;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2023-6-30_9-0-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2023-6-30_9-0-3_csi0;584.6;0.0;False;584.6;resultats_2202_2202_LED5_LOT_016_50_2023-06-28_2023-07-02.csv;;;;;;;;;;2023-06-30 09:00:03;19.6;1028.3;73.25;16.3;27.599999999999998;28.9;314.3513679197887;1.566;4.284000000000001;5.328;283.0;3;2;0.0;;4;0.0;2023-06-30 09:00:00;0.05
